NM_001141362	apoc1	Coding	"Click Me"	"(247,269)"	8mer	-0.247	-0.018	0.062	-0.048	0.012	-0.067	-0.307	-0.31	-0.001	0.079	-0.025	-0.258	3	0.447	261	154	-21.47	0		False
NM_001141364	cac3	Coding	"Click Me"	"(280,303)"	8mer	-0.247	-0.018	0.05	-0.039	0.012	-0.067	-0.31	-0.31	-0.001	0.061	-0.019	-0.269	3	0.474	295	147	-18.15	0		False
NM_001141372	hxd4a	Coding	"Click Me"	"(222,241)"	8mer	-0.247	-0.018	0.073	-0.055	0.012	-0.067	-0.303	-0.31	-0.001	0.096	-0.03	-0.245	3	0.42	233	150	-19.87	0		False
NM_001141468	st2b1	Coding	"Click Me"	"(113,133)"	8mer	-0.247	0.003	0.046	-0.082	0.012	-0.067	-0.336	-0.31	0.003	0.055	-0.049	-0.301	2	0.484	125	152	-16.47	0		False
NM_001141493	cebpd	Coding	"Click Me"	"(306,329)"	8mer	-0.247	-0.018	0.018	-0.033	0.012	-0.067	-0.336	-0.31	-0.001	0.011	-0.015	-0.315	3	0.553	321	151	-20	0		False
NM_001141684	hsp70-3	Coding	"Click Me"	"(75,97)"	8mer	-0.247	-0.029	0.041	-0.092	0.012	-0.067	-0.382	-0.31	-0.003	0.046	-0.055	-0.322	3.5	0.498	89	156	-21.97	0		False
NM_001141853	emp3	Coding	"Click Me"	"(563,585)"	8mer	-0.247	0.003	-0.03	0.011	0.012	-0.067	-0.319	-0.31	0.003	-0.063	0.015	-0.355	2	0.668	494	157	-18.03	0		False
NM_001141856	zdh16	Coding	"Click Me"	"(1109,1131)"	8mer	-0.247	0.013	0.007	-0.101	0.012	-0.067	-0.382	-0.31	0.005	-0.005	-0.061	-0.371	1.5	0.578	53	154	-19.93	0		False
NM_001141916	bdh2	Coding	"Click Me"	"(841,862)"	8mer	-0.247	-0.05	0	-0.009	0.012	-0.067	-0.361	-0.31	-0.007	-0.017	0.002	-0.333	4.5	0.597	417	154	-23.47	0		False
NM_001142721	par-2	Coding	"Click Me"	"(171,194)"	8mer	-0.247	0.013	0.019	-0.067	0.012	-0.067	-0.337	-0.31	0.005	0.014	-0.038	-0.33	1.5	0.549	186	151	-18.85	0		False
NM_001146504	sptssa	Coding	"Click Me"	"(776,801)"	8mer	-0.247	0.024	0.035	-0.064	0.012	-0.067	-0.308	-0.31	0.007	0.037	-0.036	-0.302	1	0.513	199	150	-17.79	0		False
NM_001165292	setd6	Coding	"Click Me"	"(1356,1376)"	8mer	-0.247	-0.029	0.044	-0.013	0.012	-0.067	-0.3	-0.31	-0.003	0.052	-0.002	-0.263	3.5	0.489	398	156	-18.47	0		False
NM_001173573	eltd1	Coding	"Click Me"	"(2798,2820)"	8mer	-0.247	0.003	-0.035	-0.062	0.012	-0.067	-0.396	-0.31	0.003	-0.07	-0.035	-0.412	2	0.68	206	156	-15.46	0		False
NM_001173799	crhbp	Coding	"Click Me"	"(141,164)"	8mer	-0.247	0.024	-0.011	-0.075	0.012	-0.067	-0.364	-0.31	0.007	-0.033	-0.043	-0.38	1	0.622	156	151	-18.32	0		False
NM_001173829	tfp11	Coding	"Click Me"	"(25,50)"	8mer	-0.247	0.024	0.007	-0.103	0.012	-0.067	-0.375	-0.31	0.007	-0.005	-0.063	-0.371	1	0.579	42	154	-16.99	0		False
NM_001173851	fhl3	Coding	"Click Me"	"(2135,2159)"	8mer	-0.247	0.003	-0.032	0.006	0.012	-0.067	-0.326	-0.31	0.003	-0.066	0.012	-0.362	2	0.674	474	152	-17.42	0		False
NM_001173910	gstcd	Coding	"Click Me"	"(2497,2518)"	8mer	-0.247	-0.008	-0.043	-0.006	0.012	-0.067	-0.359	-0.31	0.001	-0.083	0.004	-0.389	2.5	0.7	429	147	-20.02	0		False
NM_001173943	gsh0	Coding	"Click Me"	"(1566,1592)"	8mer	-0.247	-0.008	-0.052	-0.031	0.012	-0.067	-0.393	-0.31	0.001	-0.097	-0.014	-0.42	2.5	0.722	328	157	-21.12	0		False
XM_014122848	hyi	NonCoding	"Click Me"	"(152,175)"	8mer	-0.247	0.003	-0.005	-0.072	0.012	-0.067	-0.377	-0.31	0.003	-0.025	-0.041	-0.373	2	0.609	167	151	-16.42	0		False
XM_014123004	lmbrd1	NonCoding	"Click Me"	"(2979,3000)"	8mer	-0.247	0.003	-0.067	-0.095	0.012	-0.067	-0.462	-0.31	0.003	-0.12	-0.057	-0.484	2	0.757	74	152	-18.97	0		False
XM_014123215	LOC106560365	NonCoding	"Click Me"	"(8861,8882)"	8mer	-0.247	0.013	-0.109	-0.103	0.012	-0.067	-0.501	-0.31	0.005	-0.184	-0.062	-0.552	1.5	0.858	44	153	-17.8	0		False
XM_014123216	LOC106560365	NonCoding	"Click Me"	"(7531,7552)"	8mer	-0.247	0.013	-0.109	-0.103	0.012	-0.067	-0.501	-0.31	0.005	-0.184	-0.062	-0.552	1.5	0.858	44	153	-17.8	0		False
XM_014123217	LOC106560365	NonCoding	"Click Me"	"(7033,7054)"	8mer	-0.247	0.013	-0.109	-0.103	0.012	-0.067	-0.501	-0.31	0.005	-0.184	-0.062	-0.552	1.5	0.858	44	153	-17.8	0		False
XM_014123279	LOC106560399	NonCoding	"Click Me"	"(6278,6298)"	8mer	-0.247	-0.018	-0.045	0.031	0.012	-0.067	-0.335	-0.31	-0.001	-0.086	0.029	-0.369	3	0.705	573	149	-16.33	0		False
XM_014123281	LOC106560399	NonCoding	"Click Me"	"(6472,6492)"	8mer	-0.247	-0.018	-0.045	0.031	0.012	-0.067	-0.335	-0.31	-0.001	-0.086	0.029	-0.369	3	0.705	573	149	-16.33	0		False
XM_014123314	LOC106560426	NonCoding	"Click Me"	"(117,140)"	8mer	-0.247	0.003	-0.055	-0.081	0.012	-0.067	-0.435	-0.31	0.003	-0.101	-0.047	-0.456	2	0.728	132	152	-17.14	0		False
XM_014123316	LOC106560426	NonCoding	"Click Me"	"(116,139)"	8mer	-0.247	0.003	-0.055	-0.081	0.012	-0.067	-0.435	-0.31	0.003	-0.101	-0.047	-0.456	2	0.728	131	152	-17.14	0		False
XM_014123317	LOC106560426	NonCoding	"Click Me"	"(117,140)"	8mer	-0.247	0.003	-0.055	-0.081	0.012	-0.067	-0.435	-0.31	0.003	-0.101	-0.047	-0.456	2	0.728	132	152	-17.14	0		False
XM_014123318	LOC106560426	NonCoding	"Click Me"	"(116,139)"	8mer	-0.247	0.003	-0.055	-0.081	0.012	-0.067	-0.435	-0.31	0.003	-0.101	-0.047	-0.456	2	0.728	131	152	-17.14	0		False
XM_014123595	LOC106560560	NonCoding	"Click Me"	"(1468,1490)"	7mer-m8	-0.12	0.003	-0.106	-0.054	0.006	-0.037	-0.308	-0.161	0.005	-0.136	-0.032	-0.324	2	0.81	52	161	-15.58	0		False
XM_014123729	LOC106560651	NonCoding	"Click Me"	"(3409,3431)"	7mer-m8	-0.12	-0.035	-0.076	-0.041	0.006	-0.037	-0.303	-0.161	-0.057	-0.099	-0.024	-0.341	4	0.737	144	163	-19.5	0		False
XM_014123730	LOC106560651	NonCoding	"Click Me"	"(3381,3403)"	7mer-m8	-0.12	-0.035	-0.076	-0.041	0.006	-0.037	-0.303	-0.161	-0.057	-0.099	-0.024	-0.341	4	0.737	144	163	-19.5	0		False
XM_014123731	LOC106560651	NonCoding	"Click Me"	"(3398,3420)"	7mer-m8	-0.12	-0.035	-0.076	-0.041	0.006	-0.037	-0.303	-0.161	-0.057	-0.099	-0.024	-0.341	4	0.737	144	163	-19.5	0		False
XM_014123732	LOC106560651	NonCoding	"Click Me"	"(3345,3367)"	7mer-m8	-0.12	-0.035	-0.076	-0.041	0.006	-0.037	-0.303	-0.161	-0.057	-0.099	-0.024	-0.341	4	0.737	144	163	-19.5	0		False
XM_014123733	LOC106560651	NonCoding	"Click Me"	"(3978,4000)"	7mer-m8	-0.12	-0.035	-0.076	-0.041	0.006	-0.037	-0.303	-0.161	-0.057	-0.099	-0.024	-0.341	4	0.737	144	163	-19.5	0		False
XM_014123734	LOC106560651	NonCoding	"Click Me"	"(3242,3264)"	7mer-m8	-0.12	-0.035	-0.076	-0.041	0.006	-0.037	-0.303	-0.161	-0.057	-0.099	-0.024	-0.341	4	0.737	144	163	-19.5	0		False
XM_014123774	LOC106560671	NonCoding	"Click Me"	"(59,81)"	8mer	-0.247	-0.018	0.103	-0.096	0.012	-0.067	-0.313	-0.31	-0.001	0.142	-0.057	-0.226	3	0.348	73	156	-21.8	0		False
XM_014124157	LOC106560823	NonCoding	"Click Me"	"(27,47)"	8mer	-0.247	-0.008	-0.01	-0.104	0.012	-0.067	-0.425	-0.31	0.001	-0.032	-0.063	-0.405	2.5	0.621	39	157	-19.1	0		False
XM_014124204	LOC106560844	NonCoding	"Click Me"	"(1450,1472)"	8mer	-0.247	0.024	0.021	-0.06	0.012	-0.067	-0.317	-0.31	0.007	0.017	-0.033	-0.32	1	0.544	213	144	-18.08	0		False
XM_014124206	LOC106560844	NonCoding	"Click Me"	"(1497,1519)"	8mer	-0.247	0.024	0.021	-0.06	0.012	-0.067	-0.317	-0.31	0.007	0.017	-0.033	-0.32	1	0.544	213	144	-18.08	0		False
XM_014124233	LOC106560854	NonCoding	"Click Me"	"(2998,3021)"	8mer	-0.247	0.003	-0.018	0.003	0.012	-0.067	-0.314	-0.31	0.003	-0.044	0.009	-0.341	2	0.638	462	155	-22.09	0		False
XM_014124234	LOC106560854	NonCoding	"Click Me"	"(3088,3111)"	8mer	-0.247	0.003	-0.018	0.003	0.012	-0.067	-0.314	-0.31	0.003	-0.044	0.009	-0.341	2	0.638	462	155	-22.09	0		False
XM_014124286	tldc1	NonCoding	"Click Me"	"(3418,3441)"	8mer	-0.247	-0.008	-0.053	-0.082	0.012	-0.067	-0.445	-0.31	0.001	-0.099	-0.048	-0.456	2.5	0.725	127	151	-19.4	0		False
XM_014124287	tldc1	NonCoding	"Click Me"	"(3334,3357)"	8mer	-0.247	-0.008	-0.053	-0.082	0.012	-0.067	-0.445	-0.31	0.001	-0.099	-0.048	-0.456	2.5	0.725	127	151	-19.4	0		False
XM_014124288	tldc1	NonCoding	"Click Me"	"(3572,3595)"	8mer	-0.247	-0.008	-0.053	-0.082	0.012	-0.067	-0.445	-0.31	0.001	-0.099	-0.048	-0.456	2.5	0.725	127	151	-19.4	0		False
XM_014124542	denr	NonCoding	"Click Me"	"(48,73)"	8mer	-0.247	-0.008	-0.08	-0.098	0.012	-0.067	-0.487	-0.31	0.001	-0.14	-0.059	-0.508	2.5	0.788	65	149	-18.29	0		False
XM_014125077	LOC106561290	NonCoding	"Click Me"	"(169,191)"	8mer	-0.247	0.024	-0.018	-0.068	0.012	-0.067	-0.364	-0.31	0.007	-0.044	-0.039	-0.386	1	0.64	183	146	-18.82	0		False
XM_014125078	LOC106561290	NonCoding	"Click Me"	"(169,191)"	8mer	-0.247	0.024	-0.018	-0.068	0.012	-0.067	-0.364	-0.31	0.007	-0.044	-0.039	-0.386	1	0.64	183	146	-18.82	0		False
XM_014125607	LOC106561539	NonCoding	"Click Me"	"(2865,2887)"	8mer	-0.247	0.013	0.022	-0.08	0.012	-0.067	-0.347	-0.31	0.005	0.018	-0.047	-0.334	1.5	0.542	135	145	-15.88	0		False
XM_014125745	ric8a	NonCoding	"Click Me"	"(2316,2339)"	8mer	-0.247	-0.018	-0.115	-0.024	0.012	-0.067	-0.459	-0.31	-0.001	-0.194	-0.008	-0.514	3	0.874	358	155	-20.11	0		False
XM_014125746	ric8a	NonCoding	"Click Me"	"(2298,2321)"	8mer	-0.247	-0.018	-0.115	-0.024	0.012	-0.067	-0.459	-0.31	-0.001	-0.194	-0.008	-0.514	3	0.874	358	155	-20.11	0		False
XM_014125749	LOC106561624	NonCoding	"Click Me"	"(2231,2254)"	8mer	-0.247	0.003	-0.095	-0.029	0.012	-0.067	-0.424	-0.31	0.003	-0.163	-0.012	-0.483	2	0.825	335	163	-22.58	0		False
XM_014125755	LOC106561628	NonCoding	"Click Me"	"(164,187)"	8mer	-0.247	-0.018	-0.03	-0.069	0.012	-0.067	-0.419	-0.31	-0.001	-0.062	-0.039	-0.412	3	0.667	179	145	-18.88	0		False
XM_014126469	LOC106561972	NonCoding	"Click Me"	"(1262,1284)"	8mer	-0.247	-0.018	0.011	-0.046	0.012	-0.067	-0.355	-0.31	-0.001	0.001	-0.023	-0.333	3	0.568	271	148	-17.29	0		False
XM_014126470	LOC106561972	NonCoding	"Click Me"	"(1124,1146)"	8mer	-0.247	-0.018	0.011	-0.046	0.012	-0.067	-0.355	-0.31	-0.001	0.001	-0.023	-0.333	3	0.568	271	148	-17.29	0		False
XM_014126674	LOC106562097	NonCoding	"Click Me"	"(207,229)"	8mer	-0.247	-0.008	-0.009	-0.058	0.012	-0.067	-0.377	-0.31	0.001	-0.03	-0.032	-0.371	2.5	0.617	221	152	-17.45	0		False
XM_014126758	LOC106562132	NonCoding	"Click Me"	"(1975,1994)"	8mer	-0.247	0.013	0.048	-0.065	0.012	-0.067	-0.306	-0.31	0.005	0.058	-0.036	-0.284	1.5	0.48	196	150	-17.72	0		False
XM_014126759	LOC106562132	NonCoding	"Click Me"	"(1931,1950)"	8mer	-0.247	0.013	0.048	-0.067	0.012	-0.067	-0.308	-0.31	0.005	0.058	-0.038	-0.286	1.5	0.48	185	150	-17.72	0		False
XM_014126760	LOC106562132	NonCoding	"Click Me"	"(1626,1645)"	8mer	-0.247	0.013	0.048	-0.067	0.012	-0.067	-0.308	-0.31	0.005	0.058	-0.038	-0.286	1.5	0.48	185	150	-17.72	0		False
XM_014126762	LOC106562132	NonCoding	"Click Me"	"(1881,1900)"	8mer	-0.247	0.013	0.048	-0.067	0.012	-0.067	-0.308	-0.31	0.005	0.058	-0.038	-0.286	1.5	0.48	185	150	-17.72	0		False
XM_014126998	LOC106562242	NonCoding	"Click Me"	"(222,246)"	8mer	-0.247	-0.008	0.05	-0.054	0.012	-0.067	-0.314	-0.31	0.001	0.061	-0.029	-0.278	2.5	0.476	238	153	-23.12	0		False
XM_014127163	LOC106562342	NonCoding	"Click Me"	"(1720,1745)"	8mer	-0.247	-0.039	0.014	-0.004	0.012	-0.067	-0.332	-0.31	-0.005	0.005	0.005	-0.306	4	0.563	435	160	-23.91	0		False
XM_014127175	LOC106562350	NonCoding	"Click Me"	"(3377,3404)"	8mer	-0.247	0.003	0.032	-0.09	0.012	-0.067	-0.358	-0.31	0.003	0.033	-0.054	-0.328	2	0.518	94	152	-21.6	0		False
XM_014127176	LOC106562350	NonCoding	"Click Me"	"(3560,3587)"	8mer	-0.247	0.003	0.032	-0.09	0.012	-0.067	-0.358	-0.31	0.003	0.033	-0.054	-0.328	2	0.518	94	152	-21.6	0		False
XM_014127177	LOC106562350	NonCoding	"Click Me"	"(3097,3124)"	8mer	-0.247	0.003	0.032	-0.09	0.012	-0.067	-0.358	-0.31	0.003	0.033	-0.054	-0.328	2	0.518	94	152	-21.6	0		False
XM_014127178	LOC106562350	NonCoding	"Click Me"	"(3102,3129)"	8mer	-0.247	0.003	0.032	-0.09	0.012	-0.067	-0.358	-0.31	0.003	0.033	-0.054	-0.328	2	0.518	94	152	-21.6	0		False
XM_014127278	LOC106562411	NonCoding	"Click Me"	"(1380,1401)"	8mer	-0.247	0.003	-0.065	-0.107	0.012	-0.067	-0.471	-0.31	0.003	-0.116	-0.065	-0.488	2	0.751	29	166	-19.34	0		False
XM_014127279	LOC106562411	NonCoding	"Click Me"	"(1310,1331)"	8mer	-0.247	0.003	-0.065	-0.107	0.012	-0.067	-0.471	-0.31	0.003	-0.116	-0.065	-0.488	2	0.751	29	166	-19.34	0		False
XM_014127372	LOC106562474	NonCoding	"Click Me"	"(1712,1734)"	8mer	-0.247	-0.008	-0.002	-0.087	0.012	-0.067	-0.399	-0.31	0.001	-0.019	-0.052	-0.38	2.5	0.6	107	160	-22.33	0		False
XM_014127575	LOC106562618	NonCoding	"Click Me"	"(1134,1155)"	8mer	-0.247	-0.018	-0.011	-0.079	0.012	-0.067	-0.411	-0.31	-0.001	-0.034	-0.046	-0.391	3	0.623	139	153	-19.55	0		False
XM_014127576	LOC106562618	NonCoding	"Click Me"	"(1137,1158)"	8mer	-0.247	-0.018	-0.011	-0.079	0.012	-0.067	-0.411	-0.31	-0.001	-0.034	-0.046	-0.391	3	0.623	139	153	-19.55	0		False
XM_014127577	LOC106562618	NonCoding	"Click Me"	"(1068,1089)"	8mer	-0.247	-0.018	-0.011	-0.078	0.012	-0.067	-0.41	-0.31	-0.001	-0.034	-0.046	-0.391	3	0.623	141	153	-19.55	0		False
XM_014127669	eftud1	NonCoding	"Click Me"	"(4373,4395)"	8mer	-0.247	-0.008	0.031	-0.077	0.012	-0.067	-0.356	-0.31	0.001	0.032	-0.045	-0.322	2.5	0.521	148	153	-17.49	0		False
XM_014127770	LOC106562770	NonCoding	"Click Me"	"(1142,1163)"	8mer	-0.247	0.003	0.055	-0.055	0.012	-0.067	-0.3	-0.31	0.003	0.068	-0.03	-0.269	2	0.463	232	149	-18.28	0		False
XM_014127770	LOC106562770	NonCoding	"Click Me"	"(1200,1219)"	8mer	-0.247	0.013	0.057	-0.07	0.012	-0.067	-0.301	-0.31	0.005	0.072	-0.04	-0.273	1.5	0.457	176	145	-15.28	0		False
XM_014128245	LOC106563037	NonCoding	"Click Me"	"(388,410)"	8mer	-0.247	-0.018	-0.016	-0.012	0.012	-0.067	-0.349	-0.31	-0.001	-0.041	-0.001	-0.353	3	0.634	402	159	-18.65	0		False
XM_014128246	LOC106563037	NonCoding	"Click Me"	"(388,410)"	8mer	-0.247	-0.018	-0.016	-0.012	0.012	-0.067	-0.349	-0.31	-0.001	-0.041	-0.001	-0.353	3	0.634	402	159	-18.65	0		False
XM_014128247	LOC106563037	NonCoding	"Click Me"	"(319,341)"	8mer	-0.247	-0.018	-0.016	-0.03	0.012	-0.067	-0.366	-0.31	-0.001	-0.041	-0.013	-0.365	3	0.634	333	159	-18.65	0		False
XM_014128269	LOC106563051	NonCoding	"Click Me"	"(328,350)"	8mer	-0.247	-0.05	0.028	-0.028	0.012	-0.067	-0.352	-0.31	-0.007	0.027	-0.011	-0.302	4.5	0.528	342	160	-24.6	0		False
